ProductName,ProductPrice,Discount,NumberofReviews,Rate,Review,Summary
TRebel BassHeads 100 ,"
Sale price₹ 399",60% off,17 reviews,"★
  4.9
    ",Excelent,Good in every thing
TRebel BassHeads 100 ,"
Sale price₹ 399",60% off,17 reviews,"★
  4.9
    ",Excelent,Low buget good product
TRebel BassHeads 100 ,"
Sale price₹ 399",60% off,17 reviews,"★
  4.9
    ",,TRebel BassHeads 100
 TRebel Xtend‌ ,"
Sale price₹ 3,499",56% off,3 reviews,"★
  5.0
    ",Best smartwatch under 5000 from last year to till now,This smartwatch is so amazing I purchased this watch last year during launch and I love this amazing product from boat and this watch is very attractive whenever you wear this smartwatch and go I am 100% sure that people will ask you which watch is this…
 TRebel Xtend‌ ,"
Sale price₹ 3,499",56% off,3 reviews,"★
  5.0
    ",Outstanding,Excellent
 TRebel Xtend‌ ,"
Sale price₹ 3,499",56% off,3 reviews,"★
  5.0
    ",Best product,Best product till now.
 TRebel Rockerz 450 ,"
Sale price₹ 1,499",62% off,1 review,"★
  5.0
    ",Great Quality,Crisp Sound and very attractive Headphones in an affordable price range
TRebel BassHeads 103 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",,Nice product
TRebel BassHeads 103 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",,Good and superb product
TRebel BassHeads 103 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",Very very good voice,Awesome voice
TRebel BassHeads 103 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",,TRebel BassHeads 103
TRebel BassHeads 103 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",,TRebel BassHeads 103
TRebel BassHeads 103 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",,Good sound.. love it
TRebel Airdopes 141 ,"
Sale price₹ 1,499",67% off,63 reviews,"★
  5.0
    ","Air dopes 141 is really  too good , I love this product alot , Thanku Boat family","I give 5 star this product  , Because  they deserve , and facilities  is incompatible , You must purchase  this product  🤩🤩"
TRebel Airdopes 141 ,"
Sale price₹ 1,499",67% off,63 reviews,"★
  5.0
    ",,"TRebel Airdopes 141 | 8mm drivers, Upto 42 Hours Total Playback, ENxTM Technology, ASAPTM Charge"
TRebel Airdopes 141 ,"
Sale price₹ 1,499",67% off,63 reviews,"★
  5.0
    ",,"TRebel Airdopes 141 with 8mm drivers, Upto 42 Hours Total Playback, ENxTM Technology, ASAPTM Charge"
TRebel Airdopes 141 ,"
Sale price₹ 1,499",67% off,63 reviews,"★
  5.0
    ",,Mast hai
TRebel Airdopes 141 ,"
Sale price₹ 1,499",67% off,63 reviews,"★
  5.0
    ",,Nice purchase
TRebel Airdopes 141 ,"
Sale price₹ 1,499",67% off,63 reviews,"★
  5.0
    ",Osm experience,"Battery playtime is amazing, eaxy to carry product"
TRebel BassHeads 102 ,"
Sale price₹ 399",69% off,7 reviews,"★
  5.0
    ",,TRebel BassHeads 102
TRebel BassHeads 102 ,"
Sale price₹ 399",69% off,7 reviews,"★
  5.0
    ",nice product,"looks chic, works perfectly, true to the image and reasonable price"
TRebel BassHeads 102 ,"
Sale price₹ 399",69% off,7 reviews,"★
  5.0
    ",,Very nice
TRebel BassHeads 102 ,"
Sale price₹ 399",69% off,7 reviews,"★
  5.0
    ",,nice products
TRebel BassHeads 102 ,"
Sale price₹ 399",69% off,7 reviews,"★
  5.0
    ",,🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩
TRebel BassHeads 102 ,"
Sale price₹ 399",69% off,7 reviews,"★
  5.0
    ",,Deep mehta
" TRebel Airdopes 171 - Wireless Earbuds with 6mm Drivers, 380mAh Charging cum Carrying Case, IPX4 Sweat and Water Resistance, 13H nonstop Music","
Sale price₹ 1,799",70% off,3 reviews,"★
  5.0
    ",,"boAt TRebel Airdopes 171 - Wireless Earbuds with 6mm Drivers, 380mAh Charging cum Carrying Case, IPX4 Sweat and Water Resistance, 13H nonstop Music"
" TRebel Airdopes 171 - Wireless Earbuds with 6mm Drivers, 380mAh Charging cum Carrying Case, IPX4 Sweat and Water Resistance, 13H nonstop Music","
Sale price₹ 1,799",70% off,3 reviews,"★
  5.0
    ",Very good,Very good product i am fully satisfied 😊😊😊
" TRebel Airdopes 171 - Wireless Earbuds with 6mm Drivers, 380mAh Charging cum Carrying Case, IPX4 Sweat and Water Resistance, 13H nonstop Music","
Sale price₹ 1,799",70% off,3 reviews,"★
  5.0
    ",TRebel Airdopes 171,"Ear pods are good, including the sound, and color, along with the features. but I didn't like the outer packaging of the product. It was too hard to open the black box. Rest everything is super. Thank you"
 TRebel Matrix ,"
Sale price₹ 4,999",58% off,1 review,"★
  5.0
    ",Best product,Good product found under 5k
 TRebel Rockerz 330 Pro ,"
Sale price₹ 1,799",40% off,3 reviews,"★
  5.0
    ",,Very elegant Bluetooth. 🥰
 TRebel Rockerz 330 Pro ,"
Sale price₹ 1,799",40% off,3 reviews,"★
  5.0
    ",It's awesome,"It's sound
It's battery backup
Awesome outstanding 
And one thing 15 minute charging and 4-5 days backup"
 TRebel Rockerz 330 Pro ,"
Sale price₹ 1,799",40% off,3 reviews,"★
  5.0
    ",BoAt Rockerz 330 Pro,"Very good audio with good built quality, superfast delivery.
However I'm unable to activate it's warranty and also unable to reach out to customer care."
 Trebel Rockerz 255 Pro+ ,"
Sale price₹ 1,599",60% off,7 reviews,"★
  4.7
    ",Worth the Money!,Definitely worth the money! In a similar price it’s way better than Skull Candy
 Trebel Rockerz 255 Pro+ ,"
Sale price₹ 1,599",60% off,7 reviews,"★
  4.7
    ",,Trebel Rockerz 255 Pro+
 Trebel Rockerz 255 Pro+ ,"
Sale price₹ 1,599",60% off,7 reviews,"★
  4.7
    ",Awesome product,I am using this since 10 months and fully satisfied with rockerz 255 pro+ awesome battery backup
 Trebel Rockerz 255 Pro+ ,"
Sale price₹ 1,599",60% off,7 reviews,"★
  4.7
    ",Awesome,Sound quality good best Material
 Trebel Rockerz 255 Pro+ ,"
Sale price₹ 1,599",60% off,7 reviews,"★
  4.7
    ",Best service,Best service  and best product very staisfied
 Trebel Rockerz 255 Pro+ ,"
Sale price₹ 1,599",60% off,7 reviews,"★
  4.7
    ",Worthy deal except the ipl tickets :|,"Haven't heard my friends saying,"" tu earphones hata ke baat kar bc"". XD I am completely satisfied with going handsfree while I talk and work/cook/ walk etc etc.
Not to forget, the audio quality is good enough for me get me into a high end club while being in PJs ( does a hair flip :p) 
Also, they are great enough to block the creep and their comments while I go for my early morning runs ( social cause - ✅)
Also, a good hack to avoid small talks with cab wale bhaiyya :p ( cons- people presume you to be rude and cocky, but that's the truth, right ) 
Alsoooo, audio partners can sponsor ipl matches ke tickets, right ?"
 TRebel Airdopes 181 ,"
Sale price₹ 1,599",47% off,4 reviews,"★
  4.8
    ",,"boAt TRebel Airdopes 181 | Wireless Earbuds with 10mm Drivers, ENx™ Technology, IPX4 Sweat Resistance, Type C Interface, Voice Assistant with Google and SIRI"
 TRebel Airdopes 181 ,"
Sale price₹ 1,599",47% off,4 reviews,"★
  4.8
    ",nice,it has nice sound and base i like it
 TRebel Airdopes 181 ,"
Sale price₹ 1,599",47% off,4 reviews,"★
  4.8
    ",Good product,"Good i am impressed,👏"
 TRebel Airdopes 181 ,"
Sale price₹ 1,599",47% off,4 reviews,"★
  4.8
    ",Amazing,Always too good
TRebel Watch Straps,"
Sale price₹ 399",56% off,1 review,"★
  5.0
    ",,nice strap
 TRebel Rockerz 235 V2 ,"
Sale price₹ 1,199",60% off,20 reviews,"★
  4.8
    ",,Nice product thanks boat
 TRebel Rockerz 235 V2 ,"
Sale price₹ 1,199",60% off,20 reviews,"★
  4.8
    ",,TRebel Rockerz 235 V2
 TRebel Rockerz 235 V2 ,"
Sale price₹ 1,199",60% off,20 reviews,"★
  4.8
    ",Supar,Supar
 TRebel Rockerz 235 V2 ,"
Sale price₹ 1,199",60% off,20 reviews,"★
  4.8
    ",Good,Good product
 TRebel Rockerz 235 V2 ,"
Sale price₹ 1,199",60% off,20 reviews,"★
  4.8
    ",,TRebel Rockerz 235 V2
 TRebel Rockerz 235 V2 ,"
Sale price₹ 1,199",60% off,20 reviews,"★
  4.8
    ",Best Product,"Sound is very good 
Colour is very good 
Smoothless nakeband"
 TRebel Airdopes 131 ,"
Sale price₹ 1,299",57% off,56 reviews,"★
  4.7
    ",,"boAt TRebel Airdopes 131 | Earbuds for Women With upto 12 Hours playback time, 13mm drivers, IWP Technology, 650mah Carry Case with Type C Charging"
 TRebel Airdopes 131 ,"
Sale price₹ 1,299",57% off,56 reviews,"★
  4.7
    ",,"boAt TRebel Airdopes 131 | Earbuds for Women With upto 12 Hours playback time, 13mm drivers, IWP Technology, 650mah Carry Case with Type C Charging"
 TRebel Airdopes 131 ,"
Sale price₹ 1,299",57% off,56 reviews,"★
  4.7
    ",Excellent Purchase,Loved the product...Product Quality is amazing as expected....Initially I was skeptical to order online but it turned out be a great experience...I have never expected that it is going to be amazing....Thanks to Boat Team.... Delivered as Promised....
 TRebel Airdopes 131 ,"
Sale price₹ 1,299",57% off,56 reviews,"★
  4.7
    ",Very good,Very good
 TRebel Airdopes 131 ,"
Sale price₹ 1,299",57% off,56 reviews,"★
  4.7
    ",,TRebel Airdopes 131
 TRebel Airdopes 131 ,"
Sale price₹ 1,299",57% off,56 reviews,"★
  4.7
    ",,TRebel Airdopes 131
TRebel BassHeads 152 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",,TRebel BassHeads 152
TRebel BassHeads 152 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",Very good good,Good headset and Super clarity bassTRebel BassHeads 152
TRebel BassHeads 152 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",,TRebel BassHeads 152
TRebel BassHeads 152 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",Very Good,It is really a good earphone. Highly recommend.
TRebel BassHeads 152 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",Very good product,This earphone is very good sound quality and wire also very good quality.
TRebel BassHeads 152 ,"
Sale price₹ 499",61% off,11 reviews,"★
  5.0
    ",nice,good product
 TRebel Airdopes 441 Pro ,"
Sale price₹ 2,999",50% off,5 reviews,"★
  4.8
    ",Great,Thank you so much
 TRebel Airdopes 441 Pro ,"
Sale price₹ 2,999",50% off,5 reviews,"★
  4.8
    ",I will got Damage product,Very poor quality
 TRebel Airdopes 441 Pro ,"
Sale price₹ 2,999",50% off,5 reviews,"★
  4.8
    ",Nice,Nice sound quality. Left earbud drains battery fast. Don't know why it's happening.
 TRebel Airdopes 441 Pro ,"
Sale price₹ 2,999",50% off,5 reviews,"★
  4.8
    ",,TRebel Airdopes 441 Pro
 TRebel Airdopes 441 Pro ,"
Sale price₹ 2,999",50% off,5 reviews,"★
  4.8
    ",Awesome,"This is the right one for my love 
And perfect fit for the girls"
TRebel Rockerz 255 Pro ,"
Sale price₹ 1,499",57% off,4 reviews,"★
  5.0
    ",Product description good,Excellent package
TRebel Rockerz 255 Pro ,"
Sale price₹ 1,499",57% off,4 reviews,"★
  5.0
    ",,Good product
TRebel Rockerz 255 Pro ,"
Sale price₹ 1,499",57% off,4 reviews,"★
  5.0
    ",Boat,Nice bluetooth
TRebel Rockerz 255 Pro ,"
Sale price₹ 1,499",57% off,4 reviews,"★
  5.0
    ",Awesome,fully satisfied with the product
